t1,t2,colony,num_cells1,num_cells2,method,tp,fp,tn,fn,acc,f1,timediff
31,35,240102_30C_fig_SW182_01,12,14,gcn,10,2,156,0,0.9880952380952381,0.9090909090909091,20
53,57,240102_30C_fig_SX387_01,36,36,gcn,36,0,1260,0,1.0,1.0,20
43,44,240102_30C_fig_SX387_03,22,22,gcn,22,0,462,0,1.0,1.0,5
49,51,240102_30C_fig_SX387_05,8,9,gcn,8,0,64,0,1.0,1.0,10
20,24,240102_30C_fig_SX387_01,18,19,gcn,17,1,324,0,0.9970760233918129,0.9714285714285714,20
16,18,240102_30C_fig_SW182_01,9,12,gcn,6,3,99,0,0.9722222222222222,0.8,10
69,73,240102_30C_fig_SX387_01,40,40,gcn,40,0,1560,0,1.0,1.0,20
59,62,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,15
10,12,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,10
27,31,240102_30C_fig_SX387_03,12,13,gcn,11,1,144,0,0.9935897435897436,0.9565217391304348,20
22,23,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,5
58,59,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,5
20,22,240102_30C_fig_SW182_01,12,12,gcn,12,0,132,0,1.0,1.0,10
19,20,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,5
96,98,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,10
109,110,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,5
54,57,240102_30C_fig_SX387_01,36,36,gcn,36,0,1260,0,1.0,1.0,15
132,135,240102_30C_fig_SW182_01,61,63,gcn,59,2,3782,0,0.9994795732500651,0.9833333333333333,15
17,18,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,5
121,122,240102_30C_fig_SW182_01,53,53,gcn,53,0,2756,0,1.0,1.0,5
43,44,240102_30C_fig_SX387_01,25,26,gcn,24,1,625,0,0.9984615384615385,0.9795918367346939,5
11,15,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,20
10,14,240102_30C_fig_SW182_01,7,9,gcn,5,2,56,0,0.9682539682539683,0.8333333333333334,20
49,51,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,10
88,92,240102_30C_fig_SX387_05,15,16,gcn,14,1,225,0,0.9958333333333333,0.9655172413793104,20
56,57,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,5
29,33,240102_30C_fig_SX387_01,19,19,gcn,19,0,342,0,1.0,1.0,20
5,8,240102_30C_fig_SW182_01,7,7,gcn,7,0,42,0,1.0,1.0,15
21,22,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,5
132,134,240102_30C_fig_SW182_01,61,61,gcn,61,0,3660,0,1.0,1.0,10
6,9,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,15
15,18,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,15
6,8,240102_30C_fig_SX387_05,2,4,gcn,0,2,6,0,0.75,0.0,10
127,129,240102_30C_fig_SW182_01,57,58,gcn,56,1,3249,0,0.999697519661222,0.9911504424778761,10
48,51,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,15
49,50,240102_30C_fig_SW182_01,17,17,gcn,17,0,272,0,1.0,1.0,5
52,55,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,15
54,56,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,10
14,15,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,5
93,97,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,20
41,42,240102_30C_fig_SX387_03,21,22,gcn,20,1,441,0,0.9978354978354979,0.975609756097561,5
87,88,240102_30C_fig_SX387_05,15,15,gcn,15,0,210,0,1.0,1.0,5
79,83,240102_30C_fig_SX387_05,9,9,gcn,9,0,72,0,1.0,1.0,20
98,102,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,20
48,49,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,5
3,5,240102_30C_fig_SX387_05,2,2,gcn,2,0,2,0,1.0,1.0,10
93,94,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,5
28,30,240102_30C_fig_SW182_01,12,12,gcn,12,0,132,0,1.0,1.0,10
4,5,240102_30C_fig_SX387_01,10,10,gcn,10,0,90,0,1.0,1.0,5
95,98,240102_30C_fig_SX387_03,47,47,gcn,47,0,2162,0,1.0,1.0,15
47,50,240102_30C_fig_SW182_01,16,17,gcn,15,1,256,0,0.9963235294117647,0.967741935483871,15
83,85,240102_30C_fig_SX387_05,9,13,gcn,5,4,108,0,0.9658119658119658,0.7142857142857143,10
12,15,240102_30C_fig_SW182_01,8,9,gcn,7,1,64,0,0.9861111111111112,0.9333333333333333,15
77,80,240102_30C_fig_SW182_01,28,28,gcn,28,0,756,0,1.0,1.0,15
26,27,240102_30C_fig_SX387_01,19,19,gcn,19,0,342,0,1.0,1.0,5
12,15,240102_30C_fig_SX387_01,15,15,gcn,15,0,210,0,1.0,1.0,15
52,56,240102_30C_fig_SW182_01,17,17,gcn,17,0,272,0,1.0,1.0,20
48,49,240102_30C_fig_SW182_01,17,17,gcn,17,0,272,0,1.0,1.0,5
81,83,240102_30C_fig_SW182_01,30,31,gcn,29,1,900,0,0.9989247311827957,0.9830508474576272,10
47,51,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,20
23,26,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,15
109,111,240102_30C_fig_SX387_05,16,17,gcn,15,1,256,0,0.9963235294117647,0.967741935483871,10
7,10,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,15
28,29,240102_30C_fig_SX387_01,19,19,gcn,19,0,342,0,1.0,1.0,5
65,69,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,20
0,3,240102_30C_fig_SX387_03,7,8,gcn,6,1,49,0,0.9821428571428571,0.9230769230769231,15
16,18,240102_30C_fig_SX387_01,16,16,gcn,16,0,240,0,1.0,1.0,10
70,71,240102_30C_fig_SX387_03,26,27,gcn,26,0,676,0,1.0,1.0,5
55,58,240102_30C_fig_SW182_01,17,17,gcn,17,0,272,0,1.0,1.0,15
113,117,240102_30C_fig_SW182_01,44,47,gcn,41,3,2024,0,0.9985493230174082,0.9647058823529412,20
36,38,240102_30C_fig_SW182_01,14,14,gcn,14,0,182,0,1.0,1.0,10
68,69,240102_30C_fig_SX387_01,40,40,gcn,40,0,1560,0,1.0,1.0,5
77,78,240102_30C_fig_SX387_03,34,35,gcn,33,1,1156,0,0.9991596638655462,0.9850746268656716,5
2,3,240102_30C_fig_SX387_01,10,10,gcn,10,0,90,0,1.0,1.0,5
67,68,240102_30C_fig_SX387_01,40,40,gcn,40,0,1560,0,1.0,1.0,5
47,48,240102_30C_fig_SW182_01,16,17,gcn,15,1,256,0,0.9963235294117647,0.967741935483871,5
119,122,240102_30C_fig_SW182_01,52,53,gcn,51,1,2704,0,0.9996371552975326,0.9902912621359223,15
57,61,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,20
103,106,240102_30C_fig_SX387_03,48,48,gcn,48,0,2256,0,1.0,1.0,15
12,16,240102_30C_fig_SW182_01,8,9,gcn,7,1,64,0,0.9861111111111112,0.9333333333333333,20
4,7,240102_30C_fig_SW182_01,7,7,gcn,7,0,42,0,1.0,1.0,15
53,54,240102_30C_fig_SX387_01,36,36,gcn,36,0,1260,0,1.0,1.0,5
139,142,240102_30C_fig_SW182_01,64,66,gcn,62,2,4160,0,0.9995265151515151,0.9841269841269841,15
48,50,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,10
4,5,240102_30C_fig_SX387_03,9,10,gcn,8,1,81,0,0.9888888888888889,0.9411764705882353,5
36,39,240102_30C_fig_SX387_01,19,20,gcn,18,1,361,0,0.9973684210526316,0.972972972972973,15
50,54,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,20
35,38,240102_30C_fig_SX387_01,19,19,gcn,19,0,342,0,1.0,1.0,15
39,41,240102_30C_fig_SW182_01,14,15,gcn,13,1,196,0,0.9952380952380953,0.9629629629629629,10
52,55,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,15
75,77,240102_30C_fig_SX387_05,8,9,gcn,7,1,64,0,0.9861111111111112,0.9333333333333333,10
57,61,240102_30C_fig_SW182_01,17,19,gcn,14,3,305,1,0.9876160990712074,0.875,20
6,7,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,5
60,62,240102_30C_fig_SX387_01,37,38,gcn,36,1,1369,0,0.9992887624466572,0.9863013698630136,10
131,132,240102_30C_fig_SW182_01,60,61,gcn,59,1,3600,0,0.9997267759562841,0.9915966386554622,5
12,13,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,5
90,92,240102_30C_fig_SW182_01,34,35,gcn,33,1,1156,0,0.9991596638655462,0.9850746268656716,10
105,108,240102_30C_fig_SW182_01,37,38,gcn,36,1,1369,0,0.9992887624466572,0.9863013698630136,15
24,27,240102_30C_fig_SX387_01,19,19,gcn,19,0,342,0,1.0,1.0,15
36,40,240102_30C_fig_SW182_01,14,14,gcn,14,0,182,0,1.0,1.0,20
106,107,240102_30C_fig_SW182_01,38,38,gcn,38,0,1406,0,1.0,1.0,5
56,59,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,15
35,37,240102_30C_fig_SW182_01,14,14,gcn,14,0,182,0,1.0,1.0,10
107,110,240102_30C_fig_SX387_03,49,51,gcn,47,2,2450,0,0.9991996798719488,0.9791666666666666,15
39,43,240102_30C_fig_SX387_05,4,5,gcn,3,1,16,0,0.95,0.8571428571428571,20
79,80,240102_30C_fig_SX387_03,36,37,gcn,35,1,1296,0,0.9992492492492493,0.9859154929577465,5
42,46,240102_30C_fig_SW182_01,15,16,gcn,14,1,225,0,0.9958333333333333,0.9655172413793104,20
8,12,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,20
33,37,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,20
93,96,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,15
20,23,240102_30C_fig_SW182_01,12,12,gcn,12,0,132,0,1.0,1.0,15
45,47,240102_30C_fig_SX387_03,23,24,gcn,22,1,529,0,0.9981884057971014,0.9777777777777777,10
100,104,240102_30C_fig_SX387_03,47,48,gcn,46,1,2209,0,0.9995567375886525,0.989247311827957,20
122,125,240102_30C_fig_SW182_01,53,54,gcn,52,1,2809,0,0.9996505939902166,0.9904761904761905,15
94,95,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,5
81,84,240102_30C_fig_SX387_03,39,41,gcn,37,2,1560,0,0.9987492182614134,0.9736842105263158,15
41,44,240102_30C_fig_SW182_01,15,15,gcn,15,0,210,0,1.0,1.0,15
61,64,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,15
15,17,240102_30C_fig_SX387_01,15,16,gcn,14,1,225,0,0.9958333333333333,0.9655172413793104,10
39,41,240102_30C_fig_SX387_05,4,5,gcn,3,1,16,0,0.95,0.8571428571428571,10
72,75,240102_30C_fig_SW182_01,25,27,gcn,23,2,650,0,0.997037037037037,0.9583333333333334,15
87,88,240102_30C_fig_SX387_03,44,44,gcn,44,0,1892,0,1.0,1.0,5
89,93,240102_30C_fig_SX387_05,15,16,gcn,14,1,225,0,0.9958333333333333,0.9655172413793104,20
16,20,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,20
60,63,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,15
43,47,240102_30C_fig_SW182_01,15,16,gcn,14,1,225,0,0.9958333333333333,0.9655172413793104,20
57,60,240102_30C_fig_SX387_01,36,37,gcn,35,1,1296,0,0.9992492492492493,0.9859154929577465,15
40,43,240102_30C_fig_SX387_05,5,5,gcn,5,0,20,0,1.0,1.0,15
33,35,240102_30C_fig_SX387_01,19,19,gcn,19,0,342,0,1.0,1.0,10
63,67,240102_30C_fig_SX387_01,39,40,gcn,33,6,1516,5,0.992948717948718,0.8571428571428571,20
109,110,240102_30C_fig_SX387_03,51,51,gcn,51,0,2550,0,1.0,1.0,5
17,21,240102_30C_fig_SW182_01,10,12,gcn,7,3,109,1,0.9666666666666667,0.7777777777777778,20
61,64,240102_30C_fig_SX387_01,37,39,gcn,34,3,1405,1,0.9972279972279973,0.9444444444444444,15
63,67,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,20
90,92,240102_30C_fig_SX387_05,15,16,gcn,14,1,225,0,0.9958333333333333,0.9655172413793104,10
102,104,240102_30C_fig_SX387_03,48,48,gcn,48,0,2256,0,1.0,1.0,10
127,128,240102_30C_fig_SW182_01,57,57,gcn,57,0,3192,0,1.0,1.0,5
12,15,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,15
73,75,240102_30C_fig_SW182_01,25,27,gcn,23,2,650,0,0.997037037037037,0.9583333333333334,10
34,37,240102_30C_fig_SX387_01,19,19,gcn,19,0,342,0,1.0,1.0,15
34,36,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,10
26,30,240102_30C_fig_SW182_01,12,12,gcn,12,0,132,0,1.0,1.0,20
13,15,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,10
69,70,240102_30C_fig_SX387_03,24,26,gcn,22,2,600,0,0.9967948717948718,0.9565217391304348,5
55,56,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,5
60,61,240102_30C_fig_SX387_01,37,37,gcn,37,0,1332,0,1.0,1.0,5
14,17,240102_30C_fig_SX387_01,15,16,gcn,14,1,225,0,0.9958333333333333,0.9655172413793104,15
34,35,240102_30C_fig_SX387_01,19,19,gcn,19,0,342,0,1.0,1.0,5
92,95,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,15
62,64,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,10
90,91,240102_30C_fig_SW182_01,34,35,gcn,33,1,1156,0,0.9991596638655462,0.9850746268656716,5
29,30,240102_30C_fig_SW182_01,12,12,gcn,12,0,132,0,1.0,1.0,5
37,40,240102_30C_fig_SX387_03,16,19,gcn,13,3,288,0,0.9901315789473685,0.896551724137931,15
53,56,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,15
122,124,240102_30C_fig_SW182_01,53,53,gcn,53,0,2756,0,1.0,1.0,10
76,78,240102_30C_fig_SW182_01,28,28,gcn,28,0,756,0,1.0,1.0,10
106,110,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,20
3,7,240102_30C_fig_SX387_01,10,11,gcn,9,1,100,0,0.990909090909091,0.9473684210526315,20
8,9,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,5
4,6,240102_30C_fig_SX387_03,9,12,gcn,6,3,99,0,0.9722222222222222,0.8,10
36,39,240102_30C_fig_SW182_01,14,14,gcn,14,0,182,0,1.0,1.0,15
69,70,240102_30C_fig_SW182_01,21,22,gcn,20,1,440,1,0.9956709956709957,0.9523809523809523,5
103,107,240102_30C_fig_SW182_01,37,38,gcn,36,1,1369,0,0.9992887624466572,0.9863013698630136,20
65,68,240102_30C_fig_SX387_01,40,40,gcn,40,0,1560,0,1.0,1.0,15
47,49,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,10
80,83,240102_30C_fig_SX387_03,37,41,gcn,33,4,1480,0,0.997363216875412,0.9428571428571428,15
97,100,240102_30C_fig_SW182_01,36,37,gcn,35,1,1296,0,0.9992492492492493,0.9859154929577465,15
93,96,240102_30C_fig_SW182_01,36,36,gcn,36,0,1260,0,1.0,1.0,15
11,12,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,5
62,65,240102_30C_fig_SX387_01,38,40,gcn,35,3,1481,1,0.9973684210526316,0.9459459459459459,15
42,43,240102_30C_fig_SX387_03,22,22,gcn,22,0,462,0,1.0,1.0,5
104,107,240102_30C_fig_SX387_03,48,49,gcn,47,1,2304,0,0.9995748299319728,0.9894736842105263,15
91,93,240102_30C_fig_SW182_01,35,36,gcn,34,1,1225,0,0.9992063492063492,0.9855072463768116,10
74,75,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,5
120,123,240102_30C_fig_SW182_01,53,53,gcn,53,0,2756,0,1.0,1.0,15
136,137,240102_30C_fig_SW182_01,63,63,gcn,63,0,3906,0,1.0,1.0,5
106,107,240102_30C_fig_SX387_03,48,49,gcn,47,1,2304,0,0.9995748299319728,0.9894736842105263,5
76,79,240102_30C_fig_SX387_03,32,36,gcn,28,4,1120,0,0.9965277777777778,0.9333333333333333,15
129,131,240102_30C_fig_SW182_01,58,60,gcn,56,2,3422,0,0.9994252873563219,0.9824561403508771,10
23,27,240102_30C_fig_SW182_01,12,12,gcn,12,0,132,0,1.0,1.0,20
0,3,240102_30C_fig_SW182_01,7,7,gcn,7,0,42,0,1.0,1.0,15
34,38,240102_30C_fig_SX387_03,14,16,gcn,12,2,210,0,0.9910714285714286,0.9230769230769231,20
6,10,240102_30C_fig_SX387_05,2,4,gcn,0,2,6,0,0.75,0.0,20
108,112,240102_30C_fig_SX387_05,16,17,gcn,15,1,256,0,0.9963235294117647,0.967741935483871,20
3,6,240102_30C_fig_SX387_05,2,2,gcn,2,0,2,0,1.0,1.0,15
46,48,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,10
102,105,240102_30C_fig_SX387_03,48,48,gcn,48,0,2256,0,1.0,1.0,15
3,4,240102_30C_fig_SX387_01,10,10,gcn,10,0,90,0,1.0,1.0,5
18,20,240102_30C_fig_SW182_01,12,12,gcn,12,0,132,0,1.0,1.0,10
72,76,240102_30C_fig_SX387_03,27,32,gcn,21,6,836,1,0.9918981481481481,0.8571428571428571,20
35,38,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,15
34,38,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,20
94,98,240102_30C_fig_SX387_03,47,47,gcn,47,0,2162,0,1.0,1.0,20
89,92,240102_30C_fig_SW182_01,33,35,gcn,31,2,1122,0,0.9982683982683983,0.96875,15
58,61,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,15
6,8,240102_30C_fig_SX387_01,10,12,gcn,8,2,110,0,0.9833333333333333,0.8888888888888888,10
84,88,240102_30C_fig_SX387_05,12,15,gcn,9,3,168,0,0.9833333333333333,0.8571428571428571,20
32,34,240102_30C_fig_SX387_01,19,19,gcn,19,0,342,0,1.0,1.0,10
21,22,240102_30C_fig_SW182_01,12,12,gcn,12,0,132,0,1.0,1.0,5
4,6,240102_30C_fig_SX387_05,2,2,gcn,2,0,2,0,1.0,1.0,10
93,97,240102_30C_fig_SX387_03,47,47,gcn,47,0,2162,0,1.0,1.0,20
33,36,240102_30C_fig_SW182_01,14,14,gcn,14,0,182,0,1.0,1.0,15
133,134,240102_30C_fig_SW182_01,61,61,gcn,61,0,3660,0,1.0,1.0,5
71,74,240102_30C_fig_SX387_03,27,28,gcn,25,2,729,0,0.9973544973544973,0.9615384615384616,15
66,69,240102_30C_fig_SW182_01,21,21,gcn,21,0,420,0,1.0,1.0,15
4,7,240102_30C_fig_SX387_05,2,3,gcn,1,1,4,0,0.8333333333333334,0.6666666666666666,15
86,87,240102_30C_fig_SX387_03,43,44,gcn,42,1,1849,0,0.9994714587737844,0.9882352941176471,5
34,36,240102_30C_fig_SX387_03,14,15,gcn,13,1,196,0,0.9952380952380953,0.9629629629629629,10
50,53,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,15
3,5,240102_30C_fig_SW182_01,7,7,gcn,7,0,42,0,1.0,1.0,10
106,108,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,10
1,5,240102_30C_fig_SX387_01,10,10,gcn,10,0,90,0,1.0,1.0,20
113,114,240102_30C_fig_SW182_01,44,44,gcn,44,0,1892,0,1.0,1.0,5
63,65,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,10
47,48,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,5
51,54,240102_30C_fig_SX387_01,35,36,gcn,32,3,1223,2,0.996031746031746,0.927536231884058,15
0,4,240102_30C_fig_SX387_01,10,10,gcn,10,0,90,0,1.0,1.0,20
80,82,240102_30C_fig_SX387_05,9,9,gcn,9,0,72,0,1.0,1.0,10
107,109,240102_30C_fig_SW182_01,38,38,gcn,38,0,1406,0,1.0,1.0,10
68,69,240102_30C_fig_SW182_01,21,21,gcn,21,0,420,0,1.0,1.0,5
13,14,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,5
108,111,240102_30C_fig_SW182_01,38,41,gcn,35,3,1520,0,0.9980744544287549,0.958904109589041,15
94,97,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,15
7,9,240102_30C_fig_SX387_05,3,4,gcn,0,3,7,2,0.5833333333333334,0.0,10
56,59,240102_30C_fig_SX387_01,36,37,gcn,35,1,1296,0,0.9992492492492493,0.9859154929577465,15
85,87,240102_30C_fig_SX387_05,13,15,gcn,11,2,182,0,0.9897435897435898,0.9166666666666666,10
32,35,240102_30C_fig_SX387_03,13,14,gcn,12,1,169,0,0.9945054945054945,0.96,15
37,39,240102_30C_fig_SX387_01,19,20,gcn,18,1,361,0,0.9973684210526316,0.972972972972973,10
35,38,240102_30C_fig_SX387_03,14,16,gcn,12,2,210,0,0.9910714285714286,0.9230769230769231,15
84,88,240102_30C_fig_SX387_03,41,44,gcn,38,3,1763,0,0.9983370288248337,0.9620253164556962,20
53,55,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,10
62,66,240102_30C_fig_SW182_01,19,21,gcn,17,2,380,0,0.9949874686716792,0.9444444444444444,20
128,131,240102_30C_fig_SW182_01,57,60,gcn,54,3,3363,0,0.9991228070175439,0.972972972972973,15
59,62,240102_30C_fig_SW182_01,18,19,gcn,17,1,324,0,0.9970760233918129,0.9714285714285714,15
124,125,240102_30C_fig_SW182_01,53,54,gcn,52,1,2809,0,0.9996505939902166,0.9904761904761905,5
115,116,240102_30C_fig_SW182_01,44,46,gcn,42,2,1980,0,0.9990118577075099,0.9767441860465116,5
40,41,240102_30C_fig_SX387_05,5,5,gcn,5,0,20,0,1.0,1.0,5
65,69,240102_30C_fig_SX387_01,40,40,gcn,40,0,1560,0,1.0,1.0,20
104,106,240102_30C_fig_SX387_03,48,48,gcn,48,0,2256,0,1.0,1.0,10
79,83,240102_30C_fig_SW182_01,28,31,gcn,25,3,840,0,0.9965437788018433,0.9433962264150944,20
47,51,240102_30C_fig_SW182_01,16,17,gcn,15,1,256,0,0.9963235294117647,0.967741935483871,20
74,75,240102_30C_fig_SX387_03,28,30,gcn,26,2,812,0,0.9976190476190476,0.9629629629629629,5
88,91,240102_30C_fig_SW182_01,33,35,gcn,31,2,1122,0,0.9982683982683983,0.96875,15
103,104,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,5
102,103,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,5
22,25,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,15
110,112,240102_30C_fig_SW182_01,39,44,gcn,34,5,1677,0,0.997086247086247,0.9315068493150684,10
81,85,240102_30C_fig_SW182_01,30,33,gcn,27,3,960,0,0.996969696969697,0.9473684210526315,20
34,38,240102_30C_fig_SX387_01,19,19,gcn,19,0,342,0,1.0,1.0,20
31,32,240102_30C_fig_SX387_01,19,19,gcn,19,0,342,0,1.0,1.0,5
31,35,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,20
43,45,240102_30C_fig_SX387_01,25,28,gcn,23,2,675,0,0.9971428571428571,0.9583333333333334,10
101,102,240102_30C_fig_SW182_01,37,37,gcn,37,0,1332,0,1.0,1.0,5
73,75,240102_30C_fig_SX387_03,27,30,gcn,24,3,783,0,0.9962962962962963,0.9411764705882353,10
58,62,240102_30C_fig_SW182_01,17,19,gcn,14,3,305,1,0.9876160990712074,0.875,20
77,79,240102_30C_fig_SX387_03,34,36,gcn,32,2,1190,0,0.9983660130718954,0.9696969696969697,10
53,54,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,5
97,99,240102_30C_fig_SX387_03,47,47,gcn,47,0,2162,0,1.0,1.0,10
16,19,240102_30C_fig_SX387_01,16,18,gcn,14,2,272,0,0.9930555555555556,0.9333333333333333,15
56,58,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,10
42,46,240102_30C_fig_SX387_03,22,24,gcn,19,3,505,1,0.9924242424242424,0.9047619047619048,20
42,43,240102_30C_fig_SX387_05,5,5,gcn,5,0,20,0,1.0,1.0,5
51,54,240102_30C_fig_SX387_05,9,8,gcn,8,0,64,0,1.0,1.0,15
57,59,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,10
89,91,240102_30C_fig_SX387_05,15,15,gcn,15,0,210,0,1.0,1.0,10
102,103,240102_30C_fig_SW182_01,37,37,gcn,37,0,1332,0,1.0,1.0,5
69,72,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,15
43,44,240102_30C_fig_SX387_05,5,7,gcn,2,3,29,1,0.8857142857142857,0.5,5
56,58,240102_30C_fig_SX387_01,36,36,gcn,36,0,1260,0,1.0,1.0,10
12,15,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,15
135,136,240102_30C_fig_SW182_01,63,63,gcn,63,0,3906,0,1.0,1.0,5
5,7,240102_30C_fig_SX387_05,2,3,gcn,1,1,4,0,0.8333333333333334,0.6666666666666666,10
86,88,240102_30C_fig_SW182_01,33,33,gcn,33,0,1056,0,1.0,1.0,10
47,48,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,5
35,37,240102_30C_fig_SX387_03,14,16,gcn,12,2,210,0,0.9910714285714286,0.9230769230769231,10
42,45,240102_30C_fig_SX387_05,5,8,gcn,1,4,34,1,0.875,0.2857142857142857,15
29,31,240102_30C_fig_SX387_01,19,19,gcn,19,0,342,0,1.0,1.0,10
16,19,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,15
78,80,240102_30C_fig_SX387_05,9,9,gcn,9,0,72,0,1.0,1.0,10
85,89,240102_30C_fig_SX387_05,13,15,gcn,11,2,182,0,0.9897435897435898,0.9166666666666666,20
77,80,240102_30C_fig_SX387_03,34,37,gcn,31,3,1224,0,0.9976152623211447,0.9538461538461539,15
83,87,240102_30C_fig_SX387_05,9,15,gcn,3,6,126,0,0.9555555555555556,0.5,20
68,70,240102_30C_fig_SX387_03,24,26,gcn,22,2,600,0,0.9967948717948718,0.9565217391304348,10
62,66,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,20
9,13,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,20
